Name,Age,Nationality,Potential,Club,Value,Wage,Preferred Foot,Skill Moves,Position,Joined,Contract Valid Until
1956,1.04453705615688,77,1.0906688224359,417,9500,-0.396901525477621,1,0.846792269900393,4,2018,25
3132,0.187971976483496,123,1.74252455963255,117,9500,-0.16961522563768,1,-1.80090597122557,5,2012,25
5711,0.616254516320189,122,1.25363275673506,367,9500,-0.396901525477621,1,0.846792269900393,9,2016,29
5477,1.04453705615688,123,1.0906688224359,478,10000,0.148585594138237,0,2.17064139046337,24,2018,3
443,0.830395786238536,128,1.0906688224359,17,700,-0.442358785445609,1,0.846792269900393,26,2016,3
9733,1.68696086591192,59,1.0906688224359,620,6500,0.0576710742022605,0,2.17064139046337,21,2017,3
5981,-0.240310563353197,20,1.57956062533339,504,11500,0.0576710742022605,0,0.846792269900393,4,2018,31
15234,0.402113246401843,155,1.0906688224359,195,10000,-0.396901525477621,1,0.846792269900393,4,2013,31
1088,1.90110213583027,155,0.927704888136733,531,3600,-0.396901525477621,1,-1.80090597122557,5,2007,25
1079,0.616254516320189,133,0.927704888136733,425,9000,-0.396901525477621,1,0.846792269900393,26,2017,29
11297,1.90110213583027,158,0.927704888136733,232,2500,0.148585594138237,1,-0.477056850662586,17,2015,3
7946,2.54352594558531,6,0.927704888136733,183,3200,-0.305987005541645,1,0.846792269900393,26,2018,0
3595,-0.0261692934348504,128,1.41659669103423,17,700,-0.442358785445609,1,0.846792269900393,22,2016,3
5896,0.830395786238536,79,0.927704888136733,17,700,-0.442358785445609,0,0.846792269900393,26,2016,3
8213,0.616254516320189,101,0.927704888136733,346,9000,0.0122138142342724,1,0.846792269900393,9,2017,3
4210,2.11524340574862,20,0.927704888136733,623,2100,-0.16961522563768,1,-1.80090597122557,5,2011,3
15437,-0.0261692934348504,20,1.41659669103423,195,9000,-0.396901525477621,0,0.846792269900393,12,2018,31
5813,1.47281959599358,101,0.927704888136733,564,5000,0.148585594138237,1,-1.80090597122557,5,2017,3
1562,0.616254516320189,123,0.927704888136733,623,9000,0.148585594138237,1,0.846792269900393,9,2018,29
4917,-0.0261692934348504,6,1.41659669103423,186,11000,0.103128334170249,0,0.846792269900393,22,2017,30
8371,0.187971976483496,139,0.927704888136733,182,9500,0.103128334170249,0,2.17064139046337,12,2016,21
1587,-0.882734373108237,139,1.90548849393172,428,10500,0.0576710742022605,0,2.17064139046337,7,2018,31
2258,-0.454451833271544,20,1.90548849393172,488,10500,0.103128334170249,1,-0.477056850662586,18,2018,31
5059,1.68696086591192,6,0.927704888136733,159,5500,0.0122138142342724,1,0.846792269900393,0,2012,3
6783,-0.454451833271544,123,1.25363275673506,267,10000,0.103128334170249,0,2.17064139046337,22,2016,21
1531,-1.09687564302658,66,2.23141636253005,504,10500,-0.0787007057017038,1,0.846792269900393,2,2018,31
6683,1.04453705615688,21,0.764740953837568,549,7500,-0.396901525477621,1,2.17064139046337,26,2015,3
11029,-0.240310563353197,35,1.41659669103423,12,10000,-0.396901525477621,1,0.846792269900393,0,2018,29
8506,1.25867832607523,20,0.764740953837568,531,7000,-0.396901525477621,1,0.846792269900393,26,2018,25
16420,0.830395786238536,139,0.764740953837568,186,7500,0.103128334170249,0,0.846792269900393,9,2018,25
2841,2.11524340574862,119,0.764740953837568,17,700,-0.442358785445609,1,0.846792269900393,0,2016,3
11914,-0.66859310318989,20,1.90548849393172,5,11000,0.103128334170249,0,2.17064139046337,22,2016,21
4104,1.90110213583027,123,0.764740953837568,155,3900,0.103128334170249,1,2.17064139046337,0,2018,25
16450,1.25867832607523,139,0.764740953837568,582,6500,-0.0332434457337157,1,0.846792269900393,0,2017,0
6006,-1.31101691294493,123,2.39438029682921,504,12000,-0.16961522563768,1,0.846792269900393,19,2015,31
8487,1.04453705615688,20,0.764740953837568,70,5500,0.148585594138237,1,-0.477056850662586,18,2018,29
1758,1.25867832607523,71,0.764740953837568,17,700,-0.442358785445609,0,2.17064139046337,24,2016,3
13111,0.187971976483496,61,0.927704888136733,12,9000,-0.396901525477621,1,0.846792269900393,22,2014,30
2191,2.32938467566696,123,0.764740953837568,285,1000,0.103128334170249,1,-1.80090597122557,5,2017,25
1167,0.830395786238536,61,0.764740953837568,504,6000,0.103128334170249,1,-0.477056850662586,2,2014,3
15053,0.616254516320189,108,1.0906688224359,221,6500,-0.0787007057017038,1,-1.80090597122557,5,2014,29
4758,0.187971976483496,20,0.764740953837568,70,6500,0.148585594138237,1,-0.477056850662586,20,2018,29
6841,0.616254516320189,157,0.764740953837568,582,8000,0.0122138142342724,1,0.846792269900393,26,2015,25
4767,1.04453705615688,20,0.764740953837568,251,5500,0.148585594138237,1,-0.477056850662586,18,2015,3
14508,1.04453705615688,6,0.764740953837568,450,7500,-0.0332434457337157,1,0.846792269900393,11,2017,0
14735,0.402113246401843,2,0.927704888136733,549,9000,-0.396901525477621,1,2.17064139046337,14,2018,29
13383,-0.0261692934348504,20,1.57956062533339,623,8500,0.0122138142342724,0,-0.477056850662586,8,2015,30
15123,0.187971976483496,51,0.927704888136733,552,7500,0.103128334170249,1,0.846792269900393,17,2017,30
3833,1.04453705615688,31,0.764740953837568,386,7500,0.0122138142342724,1,2.17064139046337,0,2018,29
9868,0.402113246401843,59,1.0906688224359,604,6000,0.103128334170249,1,-1.80090597122557,5,2016,21
3619,1.90110213583027,39,0.764740953837568,618,2200,-0.396901525477621,1,0.846792269900393,7,2008,25
1169,1.68696086591192,128,0.764740953837568,549,4700,-0.396901525477621,1,2.17064139046337,24,2017,3
5462,0.187971976483496,20,0.764740953837568,64,5500,0.103128334170249,1,-1.80090597122557,5,2018,29
16812,1.04453705615688,81,0.764740953837568,341,7500,0.103128334170249,1,0.846792269900393,26,2010,29
3795,-0.240310563353197,61,1.25363275673506,425,10000,-0.396901525477621,1,2.17064139046337,12,2012,29
16412,1.04453705615688,26,0.764740953837568,425,5500,-0.396901525477621,1,-0.477056850662586,8,2016,3
11984,1.04453705615688,139,0.764740953837568,186,5500,0.0122138142342724,0,0.846792269900393,2,2015,29
10152,1.47281959599358,20,0.764740953837568,425,4300,-0.396901525477621,1,2.17064139046337,17,2016,3
1323,-0.454451833271544,113,1.57956062533339,647,10500,0.148585594138237,1,2.17064139046337,22,2015,25
10370,1.04453705615688,157,0.764740953837568,582,5500,-0.0787007057017038,1,-0.477056850662586,2,2014,3
564,-0.240310563353197,132,1.74252455963255,505,7500,-0.0332434457337157,1,-1.80090597122557,5,2018,29
14034,0.402113246401843,120,0.764740953837568,529,8000,0.0122138142342724,1,2.17064139046337,26,2018,29
14498,-1.09687564302658,115,2.55734423112838,331,11500,0.0576710742022605,1,0.846792269900393,19,2017,29
13316,0.187971976483496,20,1.0906688224359,488,7000,0.148585594138237,0,-0.477056850662586,8,2018,31
8042,-0.0261692934348504,115,1.0906688224359,20,7000,0.148585594138237,1,0.846792269900393,17,2017,29
11754,-0.240310563353197,136,1.74252455963255,200,9500,0.148585594138237,1,2.17064139046337,0,2017,30
15333,-0.454451833271544,108,1.0906688224359,251,7000,0.0576710742022605,1,-0.477056850662586,1,2013,29
10952,1.90110213583027,135,0.601777019538404,618,2700,-0.396901525477621,1,-1.80090597122557,5,2012,29
5453,0.187971976483496,139,0.764740953837568,636,8000,0.0576710742022605,1,0.846792269900393,26,2016,3
4361,0.402113246401843,9,0.927704888136733,190,6500,-0.396901525477621,1,-0.477056850662586,8,2018,29
5450,1.04453705615688,139,0.601777019538404,274,4900,-0.0332434457337157,1,0.846792269900393,2,2011,25
1487,0.402113246401843,20,0.601777019538404,531,7000,-0.396901525477621,1,2.17064139046337,10,2011,30
16780,0.616254516320189,128,0.601777019538404,17,700,-0.442358785445609,0,0.846792269900393,2,2016,3
13326,-0.66859310318989,123,1.74252455963255,488,8000,0.0122138142342724,1,-0.477056850662586,2,2016,28
13987,0.830395786238536,133,0.601777019538404,552,5000,0.103128334170249,1,-0.477056850662586,2,2016,25
11208,1.68696086591192,133,0.601777019538404,572,4000,0.0122138142342724,1,2.17064139046337,12,2015,25
5041,0.402113246401843,29,0.601777019538404,553,7000,-0.0332434457337157,0,0.846792269900393,9,2018,25
17055,-0.454451833271544,157,2.06845242823088,159,8000,-0.215072485605668,1,-1.80090597122557,5,2016,29
15383,1.47281959599358,139,0.601777019538404,471,5000,0.103128334170249,1,0.846792269900393,12,2017,3
8570,0.402113246401843,163,0.601777019538404,335,7000,-0.396901525477621,1,2.17064139046337,23,2018,29
15441,0.187971976483496,20,0.601777019538404,622,5500,0.148585594138237,0,0.846792269900393,7,2018,29
16235,1.68696086591192,119,0.601777019538404,17,700,-0.442358785445609,1,0.846792269900393,20,2016,3
14258,0.830395786238536,12,0.601777019538404,261,6500,0.0576710742022605,1,0.846792269900393,9,2017,25
15109,0.830395786238536,133,0.601777019538404,431,5000,-0.215072485605668,0,-0.477056850662586,8,2016,25
939,1.04453705615688,55,0.601777019538404,432,6500,-0.396901525477621,0,0.846792269900393,12,2017,25
6386,-0.454451833271544,119,1.25363275673506,58,8500,-0.0787007057017038,1,2.17064139046337,22,2016,3
9091,-0.454451833271544,119,1.90548849393172,402,10000,-0.0787007057017038,0,2.17064139046337,0,2018,29
6772,2.54352594558531,139,0.601777019538404,272,450,0.148585594138237,1,-1.80090597122557,5,2017,3
14847,0.402113246401843,155,1.0906688224359,531,6500,-0.396901525477621,1,-0.477056850662586,18,2010,29
5881,0.402113246401843,128,0.764740953837568,427,6000,-0.396901525477621,0,0.846792269900393,15,2008,31
11155,1.04453705615688,155,0.601777019538404,195,4800,-0.396901525477621,1,0.846792269900393,17,2015,29
8218,1.04453705615688,108,0.601777019538404,251,4900,0.148585594138237,0,0.846792269900393,8,2015,25
12670,0.616254516320189,115,0.601777019538404,346,7000,0.0122138142342724,1,0.846792269900393,13,2018,25
17180,1.04453705615688,123,0.601777019538404,367,6500,-0.396901525477621,1,0.846792269900393,26,2018,25
1089,2.54352594558531,31,0.601777019538404,183,900,-0.351444265509633,1,-0.477056850662586,20,2009,31
12628,0.187971976483496,115,0.764740953837568,417,6500,-0.396901525477621,1,0.846792269900393,17,2014,29
8743,0.402113246401843,56,0.601777019538404,548,7000,-0.396901525477621,1,2.17064139046337,19,2018,25
6849,-0.0261692934348504,58,1.0906688224359,549,8500,-0.396901525477621,1,0.846792269900393,0,2009,29
8397,0.187971976483496,20,0.601777019538404,622,6000,0.148585594138237,0,-0.477056850662586,20,2018,29
3026,0.616254516320189,139,0.601777019538404,357,7000,0.103128334170249,1,2.17064139046337,26,2018,29
13252,-0.240310563353197,137,1.57956062533339,17,700,-0.442358785445609,1,2.17064139046337,24,2016,3
3853,-0.0261692934348504,158,1.0906688224359,110,8500,0.0576710742022605,1,0.846792269900393,26,2016,21
1128,-0.0261692934348504,31,1.0906688224359,146,8500,-0.260529745573656,1,0.846792269900393,12,2016,21
9109,0.187971976483496,139,0.764740953837568,475,8000,0.0576710742022605,1,0.846792269900393,22,2016,21
8154,1.04453705615688,133,0.601777019538404,417,4900,-0.396901525477621,0,-0.477056850662586,8,2017,25
3164,2.54352594558531,20,0.601777019538404,40,450,0.0122138142342724,1,-1.80090597122557,5,2018,3
5480,-0.240310563353197,123,1.0906688224359,488,8500,0.103128334170249,1,2.17064139046337,12,2014,30
427,0.402113246401843,78,0.601777019538404,94,7000,-0.16961522563768,1,0.846792269900393,13,2018,30
16119,0.616254516320189,139,0.601777019538404,591,5500,0.0576710742022605,0,0.846792269900393,9,2018,30
16226,-0.0261692934348504,155,1.41659669103423,195,8500,-0.396901525477621,1,0.846792269900393,10,2010,31
12793,1.25867832607523,144,0.601777019538404,379,6000,0.0576710742022605,1,0.846792269900393,13,2018,25
17011,-0.882734373108237,123,1.57956062533339,504,7500,-0.0787007057017038,0,0.846792269900393,7,2017,29
2414,0.187971976483496,120,0.601777019538404,17,700,-0.442358785445609,1,0.846792269900393,12,2016,3
5890,-0.0261692934348504,81,1.41659669103423,338,7500,0.0576710742022605,1,-0.477056850662586,8,2011,29
10957,-0.0261692934348504,39,1.41659669103423,618,9000,-0.396901525477621,1,0.846792269900393,26,2010,29
11122,0.616254516320189,136,0.927704888136733,17,700,-0.442358785445609,1,-0.477056850662586,8,2016,3
2218,-0.0261692934348504,139,1.0906688224359,186,8500,0.0576710742022605,1,0.846792269900393,26,2016,25
10337,0.402113246401843,108,1.0906688224359,20,5500,0.0576710742022605,1,-1.80090597122557,5,2017,29
6448,0.187971976483496,123,0.601777019538404,232,7000,0.148585594138237,0,2.17064139046337,22,2015,3
11792,-0.0261692934348504,153,1.25363275673506,647,7000,0.148585594138237,1,0.846792269900393,2,2015,30
9021,0.187971976483496,79,0.601777019538404,17,700,-0.442358785445609,0,2.17064139046337,0,2016,3
8659,0.187971976483496,79,0.601777019538404,17,700,-0.442358785445609,1,0.846792269900393,26,2016,3
3266,1.25867832607523,31,0.601777019538404,63,4400,-0.16961522563768,1,-0.477056850662586,17,2013,3
1985,-0.454451833271544,46,1.57956062533339,452,8000,0.103128334170249,1,0.846792269900393,20,2016,25
11477,-1.31101691294493,55,2.06845242823088,412,8500,0.0576710742022605,0,-0.477056850662586,8,2016,29
2674,2.32938467566696,78,0.601777019538404,76,775,-0.260529745573656,1,0.846792269900393,17,2018,25
16232,0.187971976483496,144,1.0906688224359,17,700,-0.442358785445609,1,0.846792269900393,22,2016,3
11663,1.47281959599358,78,0.601777019538404,505,3800,0.148585594138237,1,0.846792269900393,2,2018,25
860,-0.0261692934348504,6,1.41659669103423,270,6500,0.0576710742022605,1,-1.80090597122557,5,2013,25
16088,1.90110213583027,123,0.601777019538404,478,3200,0.0122138142342724,1,0.846792269900393,19,2008,25
5669,0.187971976483496,6,1.0906688224359,148,6000,0.103128334170249,0,-1.80090597122557,5,2016,25
9202,-0.240310563353197,86,1.25363275673506,189,8500,0.148585594138237,0,2.17064139046337,22,2017,29
5440,0.616254516320189,139,0.764740953837568,553,6000,-0.0787007057017038,0,-0.477056850662586,1,2018,30
3474,1.25867832607523,128,0.601777019538404,549,4500,-0.396901525477621,1,0.846792269900393,9,2013,25
2169,1.25867832607523,20,0.601777019538404,42,4400,0.148585594138237,1,0.846792269900393,17,2018,25
908,1.25867832607523,122,0.601777019538404,131,6000,0.103128334170249,0,2.17064139046337,22,2018,3
4569,2.54352594558531,29,0.601777019538404,157,2400,-0.124157965669692,0,0.846792269900393,23,2014,3
9337,1.47281959599358,13,0.601777019538404,189,3800,0.148585594138237,1,-0.477056850662586,18,2018,25
6268,1.68696086591192,18,0.601777019538404,443,3900,-0.0332434457337157,0,2.17064139046337,10,2017,3
3022,-0.0261692934348504,139,0.764740953837568,186,8000,0.0122138142342724,0,2.17064139046337,0,2018,25
15398,0.402113246401843,139,0.764740953837568,268,8000,0.0576710742022605,0,0.846792269900393,26,2016,21
7099,2.54352594558531,101,0.601777019538404,167,450,0.103128334170249,1,-1.80090597122557,5,2009,25
1848,1.47281959599358,136,0.601777019538404,17,700,-0.442358785445609,0,-0.477056850662586,7,2016,3
5728,1.25867832607523,6,0.438813085239239,388,4900,0.103128334170249,1,0.846792269900393,24,2017,25
2177,0.616254516320189,20,0.438813085239239,155,4400,0.0122138142342724,1,0.846792269900393,17,2017,25
15724,0.616254516320189,137,0.601777019538404,17,700,-0.442358785445609,1,-0.477056850662586,8,2016,3
11278,2.32938467566696,78,0.438813085239239,200,650,-0.0332434457337157,0,0.846792269900393,7,2016,30
3582,1.47281959599358,39,0.438813085239239,618,4400,-0.396901525477621,1,0.846792269900393,0,2017,3
11755,0.402113246401843,6,0.764740953837568,157,5500,-0.0787007057017038,1,-0.477056850662586,18,2016,29
15848,1.47281959599358,157,0.438813085239239,553,3200,-0.16961522563768,1,-1.80090597122557,5,2014,25
16809,1.04453705615688,155,0.438813085239239,425,4200,-0.396901525477621,1,-0.477056850662586,1,2018,29
8783,-0.0261692934348504,38,1.0906688224359,564,6000,0.148585594138237,0,-0.477056850662586,8,2018,29
5460,0.402113246401843,20,0.438813085239239,488,6000,0.148585594138237,1,0.846792269900393,9,2017,30
5815,-0.0261692934348504,6,1.25363275673506,145,6500,0.0576710742022605,1,-0.477056850662586,8,2017,25
18,0.402113246401843,51,0.764740953837568,190,5500,-0.396901525477621,1,0.846792269900393,20,2010,31
10241,1.90110213583027,6,0.438813085239239,204,2300,0.0576710742022605,1,-1.80090597122557,5,2016,3
8901,-0.454451833271544,144,1.25363275673506,14,7500,-0.0787007057017038,1,2.17064139046337,9,2017,25
11049,-0.0261692934348504,8,0.927704888136733,454,6000,-0.0332434457337157,1,0.846792269900393,20,2015,25
6618,-0.240310563353197,128,1.41659669103423,549,6500,-0.396901525477621,1,-0.477056850662586,18,2012,29
4622,0.402113246401843,18,0.438813085239239,569,6000,-0.0332434457337157,0,0.846792269900393,4,2018,29
15789,-1.09687564302658,108,1.90548849393172,20,8500,0.0122138142342724,0,0.846792269900393,8,2017,30
16531,1.47281959599358,163,0.438813085239239,335,3200,-0.396901525477621,1,0.846792269900393,19,2011,25
8249,-0.240310563353197,139,0.927704888136733,288,7000,0.103128334170249,1,0.846792269900393,12,2018,3
2334,1.68696086591192,131,0.438813085239239,292,2300,-0.0787007057017038,0,-0.477056850662586,1,2017,25
3863,0.616254516320189,9,0.438813085239239,402,5500,-0.0787007057017038,1,2.17064139046337,12,2016,25
8794,-0.0261692934348504,80,0.927704888136733,402,6000,-0.124157965669692,0,0.846792269900393,7,2015,29
27,1.68696086591192,31,0.438813085239239,216,2300,-0.124157965669692,1,0.846792269900393,2,2018,29
14244,1.04453705615688,139,0.438813085239239,591,3600,-0.0787007057017038,1,-1.80090597122557,5,2018,29
1491,1.68696086591192,139,0.438813085239239,467,2800,0.148585594138237,1,-1.80090597122557,5,2018,29
1883,-0.0261692934348504,37,0.601777019538404,296,6500,-0.0332434457337157,0,2.17064139046337,3,2016,3
15874,1.90110213583027,155,0.438813085239239,367,1700,-0.396901525477621,1,-0.477056850662586,1,2013,3
10619,1.04453705615688,119,0.438813085239239,145,5500,0.148585594138237,0,0.846792269900393,9,2017,29
13972,0.616254516320189,119,0.601777019538404,17,700,-0.442358785445609,0,0.846792269900393,2,2016,3
1568,-0.882734373108237,123,1.74252455963255,368,8000,-0.16961522563768,1,0.846792269900393,4,2018,31
14363,-0.454451833271544,139,1.74252455963255,359,7000,-0.0787007057017038,1,-0.477056850662586,8,2016,21
723,0.402113246401843,133,0.438813085239239,136,6000,-0.0332434457337157,1,2.17064139046337,22,2018,3
6787,1.25867832607523,20,0.438813085239239,295,4900,0.148585594138237,0,0.846792269900393,9,2018,3
9787,1.25867832607523,132,0.438813085239239,421,3800,-0.124157965669692,1,-0.477056850662586,8,2018,29
6805,1.04453705615688,139,0.438813085239239,104,4200,-0.0332434457337157,0,-0.477056850662586,10,2018,30
3591,0.830395786238536,35,0.438813085239239,472,5500,-0.0787007057017038,1,0.846792269900393,26,2018,31
4193,-1.31101691294493,123,2.55734423112838,232,9500,-0.215072485605668,0,-0.477056850662586,1,2017,29
4135,0.402113246401843,20,0.438813085239239,623,6000,0.0122138142342724,1,2.17064139046337,12,2018,30
622,-0.0261692934348504,44,1.0906688224359,417,7500,-0.396901525477621,1,0.846792269900393,26,2015,29
8235,1.90110213583027,20,0.438813085239239,622,2800,0.148585594138237,1,0.846792269900393,16,2018,29
10007,1.90110213583027,20,0.438813085239239,622,2800,0.148585594138237,0,2.17064139046337,6,2018,29
16297,-0.66859310318989,155,1.74252455963255,531,8500,-0.396901525477621,1,0.846792269900393,0,2013,25
9085,-0.240310563353197,44,1.25363275673506,17,700,-0.442358785445609,1,0.846792269900393,12,2016,3
14217,0.830395786238536,20,0.438813085239239,598,4400,0.0576710742022605,0,-0.477056850662586,8,2016,0
12209,0.616254516320189,144,0.438813085239239,12,4400,-0.396901525477621,0,0.846792269900393,7,2018,25
476,0.616254516320189,128,0.438813085239239,17,700,-0.442358785445609,1,0.846792269900393,4,2016,3
14030,0.830395786238536,160,0.438813085239239,459,4300,0.0122138142342724,1,0.846792269900393,17,2016,21
10414,1.47281959599358,158,0.438813085239239,183,4400,-0.305987005541645,1,2.17064139046337,0,2018,31
4130,0.616254516320189,123,0.438813085239239,81,5500,-0.0332434457337157,0,0.846792269900393,9,2017,3
2838,0.830395786238536,6,0.438813085239239,179,5500,0.148585594138237,1,0.846792269900393,24,2016,3
6340,0.187971976483496,145,0.764740953837568,504,7000,0.103128334170249,0,0.846792269900393,26,2017,30
6917,1.90110213583027,29,0.438813085239239,598,1600,0.0576710742022605,0,0.846792269900393,7,2016,3
6823,-0.66859310318989,60,1.57956062533339,331,7000,0.103128334170249,1,-0.477056850662586,8,2017,25
1194,0.830395786238536,128,0.601777019538404,17,700,-0.442358785445609,1,-0.477056850662586,1,2016,3
14144,1.68696086591192,108,0.438813085239239,20,2300,0.148585594138237,1,-0.477056850662586,18,2015,3
6764,0.402113246401843,139,0.601777019538404,553,5500,-0.124157965669692,1,0.846792269900393,2,2017,29
9770,1.68696086591192,6,0.438813085239239,65,3500,0.148585594138237,1,2.17064139046337,23,2004,25
12869,1.04453705615688,119,0.438813085239239,17,700,-0.442358785445609,1,-0.477056850662586,8,2016,3
3140,1.25867832607523,139,0.438813085239239,425,3800,-0.396901525477621,1,-0.477056850662586,18,2016,3
5914,-1.09687564302658,108,1.41659669103423,20,8000,0.0122138142342724,1,0.846792269900393,0,2015,31
225,-0.66859310318989,155,1.41659669103423,195,8000,-0.396901525477621,1,0.846792269900393,26,2013,3
15642,-0.66859310318989,55,1.57956062533339,461,6000,0.0576710742022605,0,-1.80090597122557,5,2018,30
1600,-0.882734373108237,20,1.74252455963255,530,7000,0.0122138142342724,0,0.846792269900393,7,2018,30
17069,1.04453705615688,106,0.438813085239239,155,4200,-0.0332434457337157,1,-0.477056850662586,18,2017,25
9014,0.616254516320189,55,0.601777019538404,190,5000,-0.396901525477621,1,0.846792269900393,18,2018,25
548,-0.0261692934348504,61,1.0906688224359,417,5000,-0.396901525477621,1,-1.80090597122557,5,2018,25
8462,0.616254516320189,139,0.438813085239239,591,4600,0.0122138142342724,1,-0.477056850662586,8,2018,25
16648,0.187971976483496,20,0.601777019538404,261,6500,0.0576710742022605,1,0.846792269900393,26,2016,25
4608,0.830395786238536,37,0.601777019538404,428,4400,0.0576710742022605,1,-1.80090597122557,5,2017,3
5478,1.47281959599358,123,0.438813085239239,81,4400,-0.0787007057017038,1,2.17064139046337,19,2016,25
6905,-0.66859310318989,31,1.74252455963255,325,8500,-0.260529745573656,0,2.17064139046337,22,2014,31
916,-0.66859310318989,128,1.57956062533339,367,8000,-0.396901525477621,1,0.846792269900393,0,2012,3
6616,1.04453705615688,79,0.438813085239239,17,700,-0.442358785445609,0,-0.477056850662586,1,2016,3
16212,-0.240310563353197,61,0.927704888136733,12,5000,-0.396901525477621,0,-1.80090597122557,5,2016,30
14658,2.32938467566696,78,0.438813085239239,505,2000,0.0576710742022605,1,0.846792269900393,26,2017,31
920,-0.454451833271544,127,1.41659669103423,17,700,-0.442358785445609,1,0.846792269900393,14,2016,3
13395,1.04453705615688,123,0.438813085239239,159,5500,-0.0787007057017038,0,0.846792269900393,22,2017,3
15283,0.616254516320189,137,0.438813085239239,17,700,-0.442358785445609,1,2.17064139046337,4,2016,3
8738,1.68696086591192,134,0.438813085239239,607,3500,-0.0332434457337157,1,0.846792269900393,26,2017,31
16508,0.187971976483496,108,1.0906688224359,491,5000,-0.124157965669692,1,-1.80090597122557,5,2017,25
7543,1.47281959599358,55,0.438813085239239,463,3200,-0.0787007057017038,1,-1.80090597122557,5,2018,25
3047,1.04453705615688,139,0.438813085239239,474,5500,0.0122138142342724,1,0.846792269900393,0,2012,29
2638,0.616254516320189,6,0.438813085239239,504,4600,0.0122138142342724,1,-0.477056850662586,1,2018,31
4152,0.830395786238536,20,0.438813085239239,531,5500,-0.396901525477621,1,2.17064139046337,0,2011,29
16549,1.25867832607523,31,0.438813085239239,314,5000,-0.215072485605668,1,0.846792269900393,13,2017,29
2329,-0.240310563353197,120,1.0906688224359,555,7500,0.103128334170249,0,2.17064139046337,0,2016,30
13323,0.187971976483496,20,0.438813085239239,70,4800,0.103128334170249,0,2.17064139046337,7,2018,29
7848,0.187971976483496,43,0.438813085239239,472,6000,-0.0332434457337157,1,0.846792269900393,14,2013,0
15392,0.402113246401843,123,0.438813085239239,488,4600,0.103128334170249,0,0.846792269900393,7,2017,29
2240,0.830395786238536,20,0.438813085239239,552,5500,0.103128334170249,0,0.846792269900393,12,2016,25
1147,-0.66859310318989,6,1.74252455963255,82,6000,0.103128334170249,1,-1.80090597122557,5,2017,29
12688,2.11524340574862,155,0.438813085239239,342,1300,-0.0332434457337157,1,-0.477056850662586,1,2017,3
10622,0.187971976483496,119,0.438813085239239,17,700,-0.442358785445609,0,2.17064139046337,12,2016,3
13738,-0.0261692934348504,108,0.927704888136733,251,6000,0.0576710742022605,0,0.846792269900393,7,2017,30
11919,-0.454451833271544,20,1.25363275673506,623,7500,0.0122138142342724,0,0.846792269900393,19,2016,21
14362,-0.0261692934348504,20,0.764740953837568,41,7000,0.103128334170249,0,0.846792269900393,0,2016,21
15804,-0.240310563353197,122,1.25363275673506,195,6500,-0.396901525477621,1,-0.477056850662586,17,2017,29
2320,-0.66859310318989,24,1.57956062533339,295,8000,0.148585594138237,0,2.17064139046337,23,2017,25
8478,0.830395786238536,139,0.438813085239239,110,4300,0.0122138142342724,1,0.846792269900393,17,2016,21
9041,1.04453705615688,34,0.438813085239239,607,4200,-0.124157965669692,1,-0.477056850662586,18,2014,31
4141,1.47281959599358,139,0.438813085239239,591,3100,0.0122138142342724,0,0.846792269900393,7,2018,25
13134,1.68696086591192,29,0.438813085239239,118,3400,-0.215072485605668,1,0.846792269900393,0,2018,0
14276,2.54352594558531,123,0.438813085239239,117,750,-0.260529745573656,1,-0.477056850662586,8,2017,3
